# snap_directory log_total_column_density(cm^-2) curr_spectrum ion  radius(kpc) gal_R200(kpc) gal_M200(log10(M/10^10*M_sol))
# /cosma5/data/dp004/dc-oppe1/data/Halo_x001/data_005_x001_eagle.NEQ.snap023restart 20.185 Spectrum0 h1 35.570 242.204 12.221
# velocity_array(km/s) ion_flux optical_depth
3.416e+02 9.996e-01 4.180e-04
3.430e+02 9.996e-01 3.994e-04
3.444e+02 9.996e-01 3.816e-04
3.458e+02 9.996e-01 3.647e-04
3.472e+02 9.997e-01 3.486e-04
3.486e+02 9.997e-01 3.332e-04
3.500e+02 9.997e-01 3.185e-04
3.514e+02 9.997e-01 3.045e-04
3.528e+02 9.997e-01 2.912e-04
3.542e+02 9.997e-01 2.784e-04
3.556e+02 9.997e-01 2.663e-04
3.570e+02 9.997e-01 2.547e-04
3.584e+02 9.998e-01 2.436e-04
3.598e+02 9.998e-01 2.331e-04
3.612e+02 9.998e-01 2.230e-04
3.626e+02 9.998e-01 2.134e-04
3.640e+02 9.998e-01 2.042e-04
3.654e+02 9.998e-01 1.954e-04
3.668e+02 9.998e-01 1.871e-04
3.682e+02 9.998e-01 1.791e-04
3.696e+02 9.998e-01 1.714e-04
3.710e+02 9.998e-01 1.641e-04
3.724e+02 9.998e-01 1.572e-04
3.738e+02 9.998e-01 1.505e-04
3.752e+02 9.999e-01 1.442e-04
3.766e+02 9.999e-01 1.381e-04
3.780e+02 9.999e-01 1.323e-04
3.794e+02 9.999e-01 1.267e-04
3.808e+02 9.999e-01 1.214e-04
3.822e+02 9.999e-01 1.163e-04
3.836e+02 9.999e-01 1.115e-04
3.850e+02 9.999e-01 1.068e-04
3.864e+02 9.999e-01 1.024e-04
3.878e+02 9.999e-01 9.815e-05
3.892e+02 9.999e-01 9.408e-05
3.906e+02 9.999e-01 9.018e-05
3.920e+02 9.999e-01 8.646e-05
3.934e+02 9.999e-01 8.289e-05
3.948e+02 9.999e-01 7.947e-05
3.962e+02 9.999e-01 7.620e-05
3.976e+02 9.999e-01 7.307e-05
3.990e+02 9.999e-01 7.007e-05
4.004e+02 9.999e-01 6.719e-05
4.018e+02 9.999e-01 6.444e-05
4.032e+02 9.999e-01 6.180e-05
4.046e+02 9.999e-01 5.927e-05
4.060e+02 9.999e-01 5.684e-05
4.074e+02 9.999e-01 5.452e-05
4.088e+02 9.999e-01 5.229e-05
4.102e+02 9.999e-01 5.016e-05
4.116e+02 1.000e+00 4.811e-05
4.130e+02 1.000e+00 4.615e-05
4.144e+02 1.000e+00 4.427e-05
4.158e+02 1.000e+00 4.246e-05
4.172e+02 1.000e+00 4.073e-05
4.186e+02 1.000e+00 3.907e-05
4.200e+02 1.000e+00 3.747e-05
4.214e+02 1.000e+00 3.595e-05
4.228e+02 1.000e+00 3.448e-05
4.242e+02 1.000e+00 3.307e-05
4.256e+02 1.000e+00 3.172e-05
4.270e+02 1.000e+00 3.043e-05
4.284e+02 1.000e+00 2.918e-05
4.298e+02 1.000e+00 2.799e-05
4.312e+02 1.000e+00 2.685e-05
4.326e+02 1.000e+00 2.575e-05
4.340e+02 1.000e+00 2.469e-05
4.354e+02 1.000e+00 2.368e-05
4.368e+02 1.000e+00 2.271e-05
4.382e+02 1.000e+00 2.178e-05
4.396e+02 1.000e+00 2.088e-05
4.410e+02 1.000e+00 2.002e-05
4.424e+02 1.000e+00 1.920e-05
4.438e+02 1.000e+00 1.841e-05
4.452e+02 1.000e+00 1.765e-05
4.466e+02 1.000e+00 1.692e-05
4.480e+02 1.000e+00 1.622e-05
4.494e+02 1.000e+00 1.554e-05
4.508e+02 1.000e+00 1.490e-05
4.522e+02 1.000e+00 1.428e-05
4.536e+02 1.000e+00 1.369e-05
4.550e+02 1.000e+00 1.312e-05
4.564e+02 1.000e+00 1.257e-05
4.578e+02 1.000e+00 1.204e-05
4.592e+02 1.000e+00 1.154e-05
4.606e+02 1.000e+00 1.105e-05
4.620e+02 1.000e+00 1.059e-05
4.634e+02 1.000e+00 1.015e-05
4.648e+02 1.000e+00 9.718e-06
4.662e+02 1.000e+00 9.307e-06
4.676e+02 1.000e+00 8.914e-06
4.690e+02 1.000e+00 8.536e-06
4.704e+02 1.000e+00 8.174e-06
4.718e+02 1.000e+00 7.826e-06
4.732e+02 1.000e+00 7.493e-06
4.746e+02 1.000e+00 7.173e-06
4.760e+02 1.000e+00 6.866e-06
4.774e+02 1.000e+00 6.572e-06
4.788e+02 1.000e+00 6.290e-06
4.802e+02 1.000e+00 6.020e-06
4.816e+02 1.000e+00 5.760e-06
4.830e+02 1.000e+00 5.511e-06
4.844e+02 1.000e+00 5.273e-06
4.858e+02 1.000e+00 5.044e-06
4.872e+02 1.000e+00 4.825e-06
4.886e+02 1.000e+00 4.615e-06
4.900e+02 1.000e+00 4.414e-06
4.914e+02 1.000e+00 4.221e-06
4.928e+02 1.000e+00 4.036e-06
4.942e+02 1.000e+00 3.858e-06
4.956e+02 1.000e+00 3.689e-06
4.970e+02 1.000e+00 3.526e-06
4.984e+02 1.000e+00 3.370e-06
4.998e+02 1.000e+00 3.221e-06
